2025-09-25 13:52:03 | [32mINFO[0m | deal_lens | wrapper:26 | 함수 실행 시작: start_analysis
2025-09-25 14:27:09 | [32mINFO[0m | deal_lens | extract_requirements:94 | 요구사항 추출 시작
2025-09-25 14:27:10 | [31mERROR[0m | deal_lens | _extract_by_llm:206 | LLM 기반 추출 실패: Connection error.
2025-09-25 14:27:10 | [32mINFO[0m | deal_lens | extract_requirements:116 | 요구사항 추출 완료: 97개 항목
2025-09-25 14:27:16 | [32mINFO[0m | deal_lens | __init__:111 | RiskAnalyzer 초기화 완료
2025-09-25 14:27:16 | [32mINFO[0m | deal_lens | analyze_risks:116 | 위험요소 분석 시작
2025-09-25 14:27:18 | [31mERROR[0m | deal_lens | _analyze_risks_by_llm:299 | LLM 기반 위험요소 분석 실패: Connection error.
2025-09-25 14:27:18 | [32mINFO[0m | deal_lens | analyze_risks:149 | 위험요소 분석 완료: 2개 위험요소 식별
2025-09-25 14:27:18 | [32mINFO[0m | deal_lens | parse_rfp_pdf:77 | RFP PDF 파싱 완료: 6개 요구사항, 2개 위험요소
2025-09-25 14:27:18 | [31mERROR[0m | deal_lens | execute_workflow:105 | 워크플로우 실행 실패: 1 validation error for get_requirement_summary
requirements
  Field required [type=missing, input_value={'extraction_timestamp': ..., 'raw_llm_results': {}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing
2025-09-25 14:27:18 | [32mINFO[0m | deal_lens | wrapper:28 | 함수 실행 완료: execute_workflow
2025-09-25 14:27:18 | [31mERROR[0m | deal_lens | run_mode:75 | 워크플로우 실행 실패: 1 validation error for get_requirement_summary
requirements
  Field required [type=missing, input_value={'extraction_timestamp': ..., 'raw_llm_results': {}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing
2025-09-25 14:27:18 | [31mERROR[0m | deal_lens | __init__:94 | DealLensException: 워크플로우 실행 실패: 1 validation error for get_requirement_summary
requirements
  Field required [type=missing, input_value={'extraction_timestamp': ..., 'raw_llm_results': {}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing (코드: WORKFLOW_EXECUTION_FAILED)
2025-09-25 14:27:18 | [31mERROR[0m | deal_lens | run_mode:79 | 모드 실행 중 오류 발생: [WORKFLOW_EXECUTION_FAILED] 워크플로우 실행 실패: 1 validation error for get_requirement_summary
requirements
  Field required [type=missing, input_value={'extraction_timestamp': ..., 'raw_llm_results': {}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing
2025-09-25 14:27:18 | [31mERROR[0m | deal_lens | __init__:94 | DealLensException: 모드 실행 실패: [WORKFLOW_EXECUTION_FAILED] 워크플로우 실행 실패: 1 validation error for get_requirement_summary
requirements
  Field required [type=missing, input_value={'extraction_timestamp': ..., 'raw_llm_results': {}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing (코드: MODE_EXECUTION_FAILED)
2025-09-25 14:27:18 | [31mERROR[0m | deal_lens | wrapper:35 | ❌ run_mode 실행 중 오류 발생: [MODE_EXECUTION_FAILED] 모드 실행 실패: [WORKFLOW_EXECUTION_FAILED] 워크플로우 실행 실패: 1 validation error for get_requirement_summary
requirements
  Field required [type=missing, input_value={'extraction_timestamp': ..., 'raw_llm_results': {}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing
Traceback (most recent call last):
  File "C:\GIT\strategy_agent\main_mode.py", line 76, in run_mode
    raise AgentError(error_msg, error_code="WORKFLOW_EXECUTION_FAILED")
app.utils.error_handler.AgentError: [WORKFLOW_EXECUTION_FAILED] 워크플로우 실행 실패: 1 validation error for get_requirement_summary
requirements
  Field required [type=missing, input_value={'extraction_timestamp': ..., 'raw_llm_results': {}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\GIT\strategy_agent\app\utils\error_handler.py", line 27, in wrapper
    result = func(*args, **kwargs)
  File "C:\GIT\strategy_agent\main_mode.py", line 80, in run_mode
    raise AgentError(f"모드 실행 실패: {str(e)}", error_code="MODE_EXECUTION_FAILED")
app.utils.error_handler.AgentError: [MODE_EXECUTION_FAILED] 모드 실행 실패: [WORKFLOW_EXECUTION_FAILED] 워크플로우 실행 실패: 1 validation error for get_requirement_summary
requirements
  Field required [type=missing, input_value={'extraction_timestamp': ..., 'raw_llm_results': {}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing

2025-09-25 14:30:11 | [32mINFO[0m | deal_lens | __init__:50 | PDFProcessor 초기화 완료
2025-09-25 14:30:11 | [32mINFO[0m | deal_lens | extract_text_from_pdf:79 | PDF 텍스트 추출 시작: C:\Users\ADMINI~1\AppData\Local\Temp\tmpz1zfru0q.pdf
2025-09-25 14:30:14 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 1 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:14 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 2 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:14 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 3 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:14 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 4 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:15 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 5 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:15 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 6 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:15 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 7 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:15 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 8 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:15 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 9 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:15 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 10 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:16 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 11 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:16 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 12 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:16 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 13 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:16 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 14 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:16 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 15 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:16 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 16 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:17 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 17 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:17 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 18 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:17 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 19 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:17 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 20 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:17 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 21 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:17 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 22 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:17 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 23 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:18 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 24 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:18 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 25 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:18 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 26 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:18 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 27 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:18 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 28 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:19 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 29 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:19 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 30 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:19 | [32mINFO[0m | deal_lens | extract_text_from_pdf:105 | PDF 텍스트 추출 완료: 40267 문자
2025-09-25 14:30:31 | [32mINFO[0m | deal_lens | __init__:50 | PDFProcessor 초기화 완료
2025-09-25 14:30:31 | [32mINFO[0m | deal_lens | extract_text_from_pdf:79 | PDF 텍스트 추출 시작: C:\Users\ADMINI~1\AppData\Local\Temp\tmp3mbq6n72.pdf
2025-09-25 14:30:31 | [32mINFO[0m | deal_lens | __init__:50 | PDFProcessor 초기화 완료
2025-09-25 14:30:31 | [32mINFO[0m | deal_lens | extract_text_from_pdf:79 | PDF 텍스트 추출 시작: C:\Users\ADMINI~1\AppData\Local\Temp\tmpc47r1fnj.pdf
2025-09-25 14:30:35 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 1 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:36 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 2 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:37 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 3 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:37 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 1 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:37 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 4 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:37 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 2 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:37 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 5 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:37 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 3 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:37 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 6 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:38 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 4 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:38 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 7 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:38 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 5 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:38 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 8 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:38 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 6 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:38 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 9 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:38 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 7 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:38 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 10 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:39 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 11 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:39 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 8 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:39 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 9 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:39 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 12 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:39 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 10 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:39 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 13 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:39 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 11 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:39 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 14 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:39 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 15 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:40 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 12 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:40 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 16 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:40 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 13 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:40 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 14 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:40 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 17 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:40 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 15 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:40 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 18 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:40 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 16 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:40 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 19 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:41 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 17 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:41 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 20 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:41 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 21 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:41 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 18 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:41 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 22 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:41 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 19 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:41 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 23 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:41 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 20 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:41 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 24 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:41 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 21 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 25 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 22 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 26 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 23 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 27 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 24 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 28 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 25 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 29 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 30 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:42 | [32mINFO[0m | deal_lens | extract_text_from_pdf:105 | PDF 텍스트 추출 완료: 40267 문자
2025-09-25 14:30:43 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 26 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:43 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 27 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:43 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 28 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:43 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 29 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:43 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 30 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:43 | [32mINFO[0m | deal_lens | extract_text_from_pdf:105 | PDF 텍스트 추출 완료: 40267 문자
2025-09-25 14:30:43 | [32mINFO[0m | deal_lens | wrapper:26 | 함수 실행 시작: start_analysis
2025-09-25 14:30:43 | [32mINFO[0m | deal_lens | start_analysis:173 | 분석 시작 - 주제: RFP 분석 요청, 모드: RFP 파서
2025-09-25 14:30:44 | [32mINFO[0m | deal_lens | wrapper:26 | 함수 실행 시작: run_mode
2025-09-25 14:30:44 | [32mINFO[0m | deal_lens | run_mode:54 | 모드 실행 시작 - 모드: RFP 파서, 주제: RFP 분석 요청
2025-09-25 14:30:44 | [32mINFO[0m | deal_lens | __init__:46 | WorkflowService 초기화 완료
2025-09-25 14:30:44 | [32mINFO[0m | deal_lens | run_mode:65 | 워크플로우 실행 옵션: {'enable_rag': True, 'pdf_path': 'C:\\Users\\ADMINI~1\\AppData\\Local\\Temp\\tmpc47r1fnj.pdf'}
2025-09-25 14:30:44 | [32mINFO[0m | deal_lens | wrapper:26 | 함수 실행 시작: execute_workflow
2025-09-25 14:30:44 | [32mINFO[0m | deal_lens | execute_workflow:62 | 워크플로우 실행 시작 - 모드: RFP 파서, 주제: RFP 분석 요청
2025-09-25 14:30:44 | [32mINFO[0m | deal_lens | _execute_rfp_parsing:165 | RFP 파싱 워크플로우 시작
2025-09-25 14:30:47 | [32mINFO[0m | deal_lens | parse_rfp_pdf:40 | RFP PDF 파싱 시작: C:\Users\ADMINI~1\AppData\Local\Temp\tmpc47r1fnj.pdf
2025-09-25 14:30:47 | [32mINFO[0m | deal_lens | __init__:50 | PDFProcessor 초기화 완료
2025-09-25 14:30:47 | [32mINFO[0m | deal_lens | extract_text_from_pdf:79 | PDF 텍스트 추출 시작: C:\Users\ADMINI~1\AppData\Local\Temp\tmpc47r1fnj.pdf
2025-09-25 14:30:50 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 1 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:50 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 2 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
2025-09-25 14:30:50 | [33mWARNING[0m | deal_lens | _extract_with_ocr:193 | 페이지 3 OCR 처리 중 오류: C:\Program Files\Tesseract-OCR\tesseract.exe is not installed or it's not in your PATH. See README file for more information.
